1,17.1485932942091,18.9445505892805,-41.51,0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,8.27492077341184e-18,-7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
2,17.1485932942091,18.9445505892805,-20.81,0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,8.27492077341184e-18,-7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
3,17.1485932942091,18.9445505892805,-0.11000000000001,0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,8.27492077341184e-18,-7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
4,17.1485932942091,18.9445505892805,20.59,0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,8.27492077341184e-18,-7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
5,17.1485932942091,18.9445505892805,41.29,0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,8.27492077341184e-18,-7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
6,17.1485932942091,18.9445505892805,61.99,0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,8.27492077341184e-18,-7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
33,-1.26993358206646,25.5217067943572,-41.51,0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,1.09260170604321e-17,7.76488124889761e-19,-0.08,250,256,23.18,20.66,0.05,0.08
34,-1.26993358206646,25.5217067943572,-20.81,0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,1.09260170604321e-17,7.76488124889761e-19,-0.08,250,256,23.18,20.66,0.05,0.08
35,-1.26993358206646,25.5217067943572,-0.11000000000001,0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,1.09260170604321e-17,7.76488124889761e-19,-0.08,250,256,23.18,20.66,0.05,0.08
36,-1.26993358206646,25.5217067943572,20.59,0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,1.09260170604321e-17,7.76488124889761e-19,-0.08,250,256,23.18,20.66,0.05,0.08
37,-1.26993358206646,25.5217067943572,41.29,0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,1.09260170604321e-17,7.76488124889761e-19,-0.08,250,256,23.18,20.66,0.05,0.08
38,-1.26993358206646,25.5217067943572,61.99,0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,1.09260170604321e-17,7.76488124889761e-19,-0.08,250,256,23.18,20.66,0.05,0.08
65,-18.9445505892805,17.1485932942091,-41.51,0.0739103626009029,0.0306146745892072,9.79717439317883e-18,7.17680073617109e-18,8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
66,-18.9445505892805,17.1485932942091,-20.81,0.0739103626009029,0.0306146745892072,9.79717439317883e-18,7.17680073617109e-18,8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
67,-18.9445505892805,17.1485932942091,-0.11000000000001,0.0739103626009029,0.0306146745892072,9.79717439317883e-18,7.17680073617109e-18,8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
68,-18.9445505892805,17.1485932942091,20.59,0.0739103626009029,0.0306146745892072,9.79717439317883e-18,7.17680073617109e-18,8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
69,-18.9445505892805,17.1485932942091,41.29,0.0739103626009029,0.0306146745892072,9.79717439317883e-18,7.17680073617109e-18,8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
70,-18.9445505892805,17.1485932942091,61.99,0.0739103626009029,0.0306146745892072,9.79717439317883e-18,7.17680073617109e-18,8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
97,-25.5217067943572,-1.26993358206645,-41.51,0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-7.76488124889756e-19,1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
98,-25.5217067943572,-1.26993358206646,-20.81,0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-7.76488124889756e-19,1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
99,-25.5217067943572,-1.26993358206646,-0.11000000000001,0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-7.76488124889756e-19,1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
100,-25.5217067943572,-1.26993358206646,20.59,0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-7.76488124889756e-19,1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
101,-25.5217067943572,-1.26993358206646,41.29,0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-7.76488124889756e-19,1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
102,-25.5217067943572,-1.26993358206646,61.99,0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-7.76488124889756e-19,1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
129,-17.1485932942091,-18.9445505892805,-41.51,-0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-8.27492077341184e-18,7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
130,-17.1485932942091,-18.9445505892805,-20.81,-0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-8.27492077341184e-18,7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
131,-17.1485932942091,-18.9445505892805,-0.11000000000001,-0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-8.27492077341184e-18,7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
132,-17.1485932942091,-18.9445505892805,20.59,-0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-8.27492077341184e-18,7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
133,-17.1485932942091,-18.9445505892805,41.29,-0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-8.27492077341184e-18,7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
134,-17.1485932942091,-18.9445505892805,61.99,-0.0306146745892072,0.0739103626009029,9.79717439317883e-18,-8.27492077341184e-18,7.17680073617108e-18,-0.08,250,256,23.18,20.66,0.05,0.08
161,1.26993358206645,-25.5217067943572,-41.51,-0.0739103626009029,0.0306146745892072,9.79717439317883e-18,-1.09260170604321e-17,-7.76488124889755e-19,-0.08,250,256,23.18,20.66,0.05,0.08
162,1.26993358206645,-25.5217067943572,-20.81,-0.0739103626009029,0.0306146745892072,9.79717439317883e-18,-1.09260170604321e-17,-7.76488124889755e-19,-0.08,250,256,23.18,20.66,0.05,0.08
163,1.26993358206645,-25.5217067943572,-0.11000000000001,-0.0739103626009029,0.0306146745892072,9.79717439317883e-18,-1.09260170604321e-17,-7.76488124889755e-19,-0.08,250,256,23.18,20.66,0.05,0.08
164,1.26993358206645,-25.5217067943572,20.59,-0.0739103626009029,0.0306146745892072,9.79717439317883e-18,-1.09260170604321e-17,-7.76488124889755e-19,-0.08,250,256,23.18,20.66,0.05,0.08
165,1.26993358206646,-25.5217067943572,41.29,-0.0739103626009029,0.0306146745892072,9.79717439317883e-18,-1.09260170604321e-17,-7.76488124889755e-19,-0.08,250,256,23.18,20.66,0.05,0.08
166,1.26993358206646,-25.5217067943572,61.99,-0.0739103626009029,0.0306146745892072,9.79717439317883e-18,-1.09260170604321e-17,-7.76488124889755e-19,-0.08,250,256,23.18,20.66,0.05,0.08
193,18.9445505892805,-17.1485932942091,-41.51,-0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,-7.17680073617108e-18,-8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
194,18.9445505892805,-17.1485932942091,-20.81,-0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,-7.17680073617108e-18,-8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
195,18.9445505892805,-17.1485932942091,-0.11000000000001,-0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,-7.17680073617108e-18,-8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
196,18.9445505892805,-17.1485932942091,20.59,-0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,-7.17680073617108e-18,-8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
197,18.9445505892805,-17.1485932942091,41.29,-0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,-7.17680073617108e-18,-8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
198,18.9445505892805,-17.1485932942091,61.99,-0.0739103626009029,-0.0306146745892072,9.79717439317883e-18,-7.17680073617108e-18,-8.27492077341184e-18,-0.08,250,256,23.18,20.66,0.05,0.08
225,25.5217067943572,1.26993358206644,-41.51,-0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,7.76488124889755e-19,-1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
226,25.5217067943572,1.26993358206644,-20.81,-0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,7.76488124889755e-19,-1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
227,25.5217067943572,1.26993358206644,-0.11000000000001,-0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,7.76488124889755e-19,-1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
228,25.5217067943572,1.26993358206645,20.59,-0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,7.76488124889755e-19,-1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
229,25.5217067943572,1.26993358206645,41.29,-0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,7.76488124889755e-19,-1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
230,25.5217067943572,1.26993358206645,61.99,-0.0306146745892072,-0.0739103626009029,9.79717439317883e-18,7.76488124889755e-19,-1.09260170604321e-17,-0.08,250,256,23.18,20.66,0.05,0.08
